"OCC_CODE","OCC_TITLE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","HOURLY"
"51-6040","Shoe and Leather Workers","broad","9,180",7.2,12.44,"25,880",1.7,8.29,9.32,11.56,14.76,17.89,"17,240","19,380","24,050","30,690","37,200",,
"33-9031","Gaming Surveillance Officers and Gaming Investigators","detailed","9,150",3.5,15.40,"32,040",1.1,10.09,11.85,14.23,18.14,22.39,"20,980","24,660","29,610","37,740","46,580",,
"11-9060","Funeral Service Managers","broad","9,130",3.0,38.43,"79,930",2.5,18.47,23.94,32.08,44.13,67.66,"38,420","49,780","66,720","91,780","140,740",,
"11-9061","Funeral Service Managers","detailed","9,130",3.0,38.43,"79,930",2.5,18.47,23.94,32.08,44.13,67.66,"38,420","49,780","66,720","91,780","140,740",,
"29-1080","Podiatrists","broad","9,090",3.2,63.69,"132,470",2.0,25.25,39.36,55.98,80.53,"#","52,530","81,880","116,440","167,500","#",,
"29-1081","Podiatrists","detailed","9,090",3.2,63.69,"132,470",2.0,25.25,39.36,55.98,80.53,"#","52,530","81,880","116,440","167,500","#",,
"19-1090","Miscellaneous Life Scientists","broad","8,940",3.7,35.93,"74,740",1.7,19.58,23.87,31.41,44.03,60.66,"40,730","49,640","65,330","91,590","126,170",,
"19-1099","Life Scientists, All Other","detailed","8,940",3.7,35.93,"74,740",1.7,19.58,23.87,31.41,44.03,60.66,"40,730","49,640","65,330","91,590","126,170",,
"53-4040","Subway and Streetcar Operators","broad","8,750",2.2,27.99,"58,220",3.2,18.73,25.38,30.16,33.42,35.38,"38,960","52,790","62,730","69,520","73,590",,
"53-4041","Subway and Streetcar Operators","detailed","8,750",2.2,27.99,"58,220",3.2,18.73,25.38,30.16,33.42,35.38,"38,960","52,790","62,730","69,520","73,590",,
"25-9010","Audio-Visual and Multimedia Collections Specialists","broad","8,690",3.0,22.03,"45,820",1.1,11.34,15.24,20.84,28.00,35.12,"23,590","31,700","43,350","58,250","73,050",,
"25-9011","Audio-Visual and Multimedia Collections Specialists","detailed","8,690",3.0,22.03,"45,820",1.1,11.34,15.24,20.84,28.00,35.12,"23,590","31,700","43,350","58,250","73,050",,
"27-1027","Set and Exhibit Designers","detailed","8,680",6.3,26.11,"54,310",2.6,12.11,16.24,24.18,33.58,42.02,"25,180","33,790","50,300","69,850","87,390",,
"51-9194","Etchers and Engravers","detailed","8,610",5.2,14.53,"30,230",1.5,9.03,10.76,13.65,17.36,21.72,"18,780","22,380","28,390","36,120","45,180",,
"49-9097","Signal and Track Switch Repairers","detailed","8,600",5.4,26.63,"55,390",1.9,18.52,23.50,26.66,30.28,35.36,"38,520","48,890","55,450","62,990","73,550",,
"51-9193","Cooling and Freezing Equipment Operators and Tenders","detailed","8,130",5.1,14.43,"30,020",1.5,9.14,10.52,13.56,18.26,21.54,"19,010","21,890","28,200","37,990","44,810",,
"27-3012","Public Address System and Other Announcers","detailed","8,120",6.1,19.27,"40,070",4.2,8.35,9.39,12.61,22.46,34.08,"17,370","19,540","26,230","46,710","70,890",,
"21-2090","Miscellaneous Religious Workers","broad","8,110",6.1,14.73,"30,650",1.8,8.46,9.40,12.69,18.15,24.29,"17,610","19,540","26,380","37,740","50,510",,
"21-2099","Religious Workers, All Other","detailed","8,110",6.1,14.73,"30,650",1.8,8.46,9.40,12.69,18.15,24.29,"17,610","19,540","26,380","37,740","50,510",,
"19-4050","Nuclear Technicians","broad","8,040",5.1,33.52,"69,720",2.1,20.32,26.86,33.20,39.57,46.78,"42,270","55,860","69,060","82,300","97,300",,
"19-4051","Nuclear Technicians","detailed","8,040",5.1,33.52,"69,720",2.1,20.32,26.86,33.20,39.57,46.78,"42,270","55,860","69,060","82,300","97,300",,
"39-3020","Motion Picture Projectionists","broad","8,030",3.9,10.38,"21,600",1.1,7.93,8.56,9.53,11.35,14.07,"16,500","17,800","19,830","23,610","29,280",,
"39-3021","Motion Picture Projectionists","detailed","8,030",3.9,10.38,"21,600",1.1,7.93,8.56,9.53,11.35,14.07,"16,500","17,800","19,830","23,610","29,280",,
"19-2032","Materials Scientists","detailed","7,970",3.8,43.15,"89,740",1.4,22.58,31.37,42.78,53.67,64.49,"46,960","65,250","88,990","111,640","134,130",,
"31-2012","Occupational Therapy Aides","detailed","7,950",7.0,14.36,"29,870",2.5,8.67,10.11,12.91,16.95,23.02,"18,030","21,030","26,850","35,260","47,880",,
"45-4010","Forest and Conservation Workers","broad","7,910",4.3,13.75,"28,600",1.3,8.03,9.31,11.70,16.85,22.07,"16,690","19,360","24,340","35,040","45,900",,
"45-4011","Forest and Conservation Workers","detailed","7,910",4.3,13.75,"28,600",1.3,8.03,9.31,11.70,16.85,22.07,"16,690","19,360","24,340","35,040","45,900",,
"29-2091","Orthotists and Prosthetists","detailed","7,890",6.4,33.64,"69,960",2.2,16.42,21.75,30.13,41.33,53.38,"34,150","45,230","62,670","85,960","111,030",,
"39-1012","Slot Supervisors","detailed","7,730",5.8,16.44,"34,200",1.6,9.19,11.60,15.57,20.34,25.79,"19,110","24,130","32,390","42,300","53,630",,
"17-2150","Mining and Geological Engineers, Including Mining Safety Engineers","broad","7,640",4.4,43.87,"91,250",1.9,23.89,30.84,40.54,52.31,67.37,"49,680","64,140","84,320","108,800","140,130",,
"17-2151","Mining and Geological Engineers, Including Mining Safety Engineers","detailed","7,640",4.4,43.87,"91,250",1.9,23.89,30.84,40.54,52.31,67.37,"49,680","64,140","84,320","108,800","140,130",,
"27-1029","Designers, All Other","detailed","7,560",5.7,24.56,"51,080",2.1,9.56,14.61,21.79,31.73,44.22,"19,880","30,400","45,330","65,990","91,990",,
"27-2032","Choreographers","detailed","7,400",7.8,21.60,"44,930",3.6,9.41,12.72,18.33,27.88,39.28,"19,560","26,460","38,120","57,980","81,710",,
"25-1031","Architecture Teachers, Postsecondary","detailed","7,290",5.7,"*","78,770",1.8,"*","*","*","*","*","41,960","54,210","71,610","93,320","123,830","TRUE",
"51-8011","Nuclear Power Reactor Operators","detailed","7,140",7.7,36.55,"76,020",1.7,26.47,30.86,36.05,42.55,46.78,"55,060","64,200","74,990","88,510","97,300",,
"49-9063","Musical Instrument Repairers and Tuners","detailed","7,130",7.3,16.17,"33,620",1.6,9.34,11.48,14.73,19.20,25.36,"19,430","23,880","30,630","39,930","52,750",,
"53-2022","Airfield Operations Specialists","detailed","6,990",4.7,24.17,"50,270",1.4,12.70,17.13,23.12,29.04,37.98,"26,420","35,630","48,080","60,410","79,000",,
"51-7090","Miscellaneous Woodworkers","broad","6,940",8.3,14.49,"30,150",2.0,8.49,9.78,13.15,18.74,22.82,"17,660","20,330","27,360","38,990","47,460",,
"51-7099","Woodworkers, All Other","detailed","6,940",8.3,14.49,"30,150",2.0,8.49,9.78,13.15,18.74,22.82,"17,660","20,330","27,360","38,990","47,460",,
"17-2120","Marine Engineers and Naval Architects","broad","6,880",11.7,46.22,"96,140",3.5,26.09,33.46,42.36,54.53,72.38,"54,260","69,600","88,100","113,420","150,560",,
"17-2121","Marine Engineers and Naval Architects","detailed","6,880",11.7,46.22,"96,140",3.5,26.09,33.46,42.36,54.53,72.38,"54,260","69,600","88,100","113,420","150,560",,
"19-2043","Hydrologists","detailed","6,880",3.0,37.94,"78,920",0.8,23.29,28.90,36.31,45.18,54.25,"48,450","60,100","75,530","93,970","112,840",,
"27-1019","Artists and Related Workers, All Other","detailed","6,850",4.5,29.65,"61,680",3.6,12.00,17.94,28.77,40.80,48.30,"24,960","37,310","59,840","84,850","100,470",,
"47-5060","Roof Bolters, Mining","broad","6,790",5.3,26.08,"54,240",1.0,21.28,23.85,26.11,28.38,32.19,"44,260","49,600","54,320","59,030","66,960",,
"47-5061","Roof Bolters, Mining","detailed","6,790",5.3,26.08,"54,240",1.0,21.28,23.85,26.11,28.38,32.19,"44,260","49,600","54,320","59,030","66,960",,
"47-5042","Mine Cutting and Channeling Machine Operators","detailed","6,750",7.1,22.38,"46,540",1.8,13.73,17.83,23.05,26.74,29.01,"28,570","37,090","47,950","55,620","60,330",,
"53-1010","Aircraft Cargo Handling Supervisors","broad","6,720",6.8,24.44,"50,830",1.4,14.50,17.81,23.04,30.08,36.85,"30,170","37,050","47,930","62,580","76,650",,
"53-1011","Aircraft Cargo Handling Supervisors","detailed","6,720",6.8,24.44,"50,830",1.4,14.50,17.81,23.04,30.08,36.85,"30,170","37,050","47,930","62,580","76,650",,
"41-9091","Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","detailed","6,650",6.2,12.68,"26,380",3.4,8.15,8.94,10.32,13.83,20.23,"16,950","18,600","21,470","28,760","42,070",,
"23-1022","Arbitrators, Mediators, and Conciliators","detailed","6,520",7.1,37.12,"77,200",5.3,16.40,20.71,29.46,47.39,66.04,"34,100","43,080","61,280","98,560","137,350",,
"51-6092","Fabric and Apparel Patternmakers","detailed","6,500",9.2,21.53,"44,790",3.5,10.30,13.40,18.58,28.84,36.88,"21,430","27,860","38,650","59,980","76,710",,
"53-6040","Traffic Technicians","broad","6,340",3.5,20.42,"42,480",2.1,11.92,15.00,18.45,25.30,32.33,"24,790","31,190","38,380","52,630","67,250",,
"53-6041","Traffic Technicians","detailed","6,340",3.5,20.42,"42,480",2.1,11.92,15.00,18.45,25.30,32.33,"24,790","31,190","38,380","52,630","67,250",,
"47-5030","Explosives Workers, Ordnance Handling Experts, and Blasters","broad","6,330",5.2,23.74,"49,380",1.8,15.63,19.06,23.38,27.61,32.94,"32,510","39,630","48,620","57,430","68,520",,
"47-5031","Explosives Workers, Ordnance Handling Experts, and Blasters","detailed","6,330",5.2,23.74,"49,380",1.8,15.63,19.06,23.38,27.61,32.94,"32,510","39,630","48,620","57,430","68,520",,
"33-3030","Fish and Game Wardens","broad","6,320",0.6,23.75,"49,400",0.3,15.32,18.32,23.11,28.23,34.01,"31,870","38,100","48,070","58,710","70,750",,
"33-3031","Fish and Game Wardens","detailed","6,320",0.6,23.75,"49,400",0.3,15.32,18.32,23.11,28.23,34.01,"31,870","38,100","48,070","58,710","70,750",,
"19-3091","Anthropologists and Archeologists","detailed","6,060",3.4,28.95,"60,230",1.0,16.02,20.47,27.61,35.87,43.82,"33,330","42,570","57,420","74,620","91,140",,
"29-1128","Exercise Physiologists","detailed","5,820",3.7,22.89,"47,610",0.8,14.90,17.66,21.53,27.00,33.72,"31,000","36,740","44,770","56,150","70,140",,
"19-3094","Political Scientists","detailed","5,750",4.5,50.29,"104,600",2.6,23.70,33.62,49.04,65.45,74.75,"49,290","69,930","102,000","136,140","155,490",,
"51-6041","Shoe and Leather Workers and Repairers","detailed","5,750",7.2,12.52,"26,050",1.7,8.39,9.53,11.52,14.47,17.95,"17,460","19,820","23,950","30,100","37,340",,
"29-1160","Nurse Midwives","broad","5,710",5.8,43.78,"91,070",1.1,30.04,36.83,43.08,51.11,57.55,"62,480","76,600","89,600","106,310","119,690",,
"29-1161","Nurse Midwives","detailed","5,710",5.8,43.78,"91,070",1.1,30.04,36.83,43.08,51.11,57.55,"62,480","76,600","89,600","106,310","119,690",,
"51-4061","Model Makers, Metal and Plastic","detailed","5,700",6.4,22.58,"46,970",1.2,12.91,16.87,22.04,27.65,33.42,"26,850","35,080","45,850","57,500","69,510",,
"25-1061","Anthropology and Archeology Teachers, Postsecondary","detailed","5,690",2.5,"*","82,860",1.2,"*","*","*","*","*","41,840","56,760","76,020","100,560","134,180","TRUE",
"39-3092","Costume Attendants","detailed","5,660",4.9,21.55,"44,830",5.8,9.31,11.45,17.67,29.25,35.45,"19,360","23,820","36,760","60,830","73,740",,
"25-4011","Archivists","detailed","5,640",4.7,24.43,"50,810",1.6,13.08,17.44,22.76,29.82,39.40,"27,210","36,270","47,340","62,020","81,950",,
"45-2099","Agricultural Workers, All Other","detailed","5,610",6.6,14.00,"29,120",2.5,8.25,9.22,12.09,17.42,23.12,"17,150","19,180","25,140","36,230","48,080",,
"29-1023","Orthodontists","detailed","5,530",10.2,89.58,"186,320",5.5,32.47,49.55,"#","#","#","67,530","103,070","#","#","#",,
"51-6051","Sewers, Hand","detailed","5,500",8.7,12.21,"25,390",4.6,8.35,9.28,10.97,13.59,16.86,"17,380","19,300","22,820","28,270","35,070",,
"27-3021","Broadcast News Analysts","detailed","5,170",5.9,37.68,"78,380",3.0,13.20,17.43,26.63,44.44,81.92,"27,450","36,260","55,380","92,430","170,400",,
"53-4013","Rail Yard Engineers, Dinkey Operators, and Hostlers","detailed","5,170",9.8,20.89,"43,450",2.0,13.71,16.21,19.82,25.45,29.70,"28,510","33,720","41,230","52,930","61,780",,
"29-1029","Dentists, All Other Specialists","detailed","5,150",6.5,79.22,"164,780",3.7,36.28,52.77,74.51,"#","#","75,460","109,760","154,990","#","#",,
"45-4021","Fallers","detailed","5,150",8.9,19.64,"40,860",4.5,11.18,13.18,16.95,23.55,32.83,"23,250","27,420","35,250","48,980","68,280",,
"39-4010","Embalmers","broad","5,040",6.5,21.00,"43,680",1.8,12.52,15.87,20.31,25.44,29.92,"26,030","33,020","42,240","52,920","62,230",,
"39-4011","Embalmers","detailed","5,040",6.5,21.00,"43,680",1.8,12.52,15.87,20.31,25.44,29.92,"26,030","33,020","42,240","52,920","62,230",,
"25-1053","Environmental Science Teachers, Postsecondary","detailed","4,990",4.3,"*","86,080",1.4,"*","*","*","*","*","41,420","55,930","77,320","107,670","145,130","TRUE",
"29-1022","Oral and Maxillofacial Surgeons","detailed","4,990",9.1,104.06,"216,440",3.9,43.07,75.69,"#","#","#","89,590","157,430","#","#","#",,
"29-2092","Hearing Aid Specialists","detailed","4,980",7.7,22.49,"46,780",4.4,10.75,14.42,19.92,29.66,38.92,"22,350","30,000","41,430","61,690","80,950",,
"19-1041","Epidemiologists","detailed","4,850",4.4,34.33,"71,400",2.1,20.49,24.63,31.38,40.43,52.08,"42,620","51,230","65,270","84,100","108,320",,
"27-1012","Craft Artists","detailed","4,810",5.5,16.94,"35,240",3.4,8.54,10.13,14.23,21.38,30.84,"17,770","21,060","29,600","44,470","64,150",,
"47-2230","Solar Photovoltaic Installers","broad","4,710",12.3,19.53,"40,620",2.4,12.62,14.98,18.22,22.89,27.88,"26,250","31,150","37,900","47,620","57,980",,
"47-2231","Solar Photovoltaic Installers","detailed","4,710",12.3,19.53,"40,620",2.4,12.62,14.98,18.22,22.89,27.88,"26,250","31,150","37,900","47,620","57,980",,
"25-1192","Home Economics Teachers, Postsecondary","detailed","4,700",5.5,"*","68,260",1.6,"*","*","*","*","*","33,600","45,810","64,040","87,470","109,370","TRUE",
"25-1082","Library Science Teachers, Postsecondary","detailed","4,510",3.0,"*","70,770",1.4,"*","*","*","*","*","43,190","52,440","65,780","84,240","108,640","TRUE",
"11-9070","Gaming Managers","broad","4,490",3.9,34.32,"71,390",1.7,17.90,23.53,31.36,40.57,54.62,"37,240","48,930","65,220","84,380","113,600",,
"11-9071","Gaming Managers","detailed","4,490",3.9,34.32,"71,390",1.7,17.90,23.53,31.36,40.57,54.62,"37,240","48,930","65,220","84,380","113,600",,
"47-5050","Rock Splitters, Quarry","broad","4,490",8.6,16.28,"33,870",2.3,9.76,12.33,15.52,19.50,24.12,"20,300","25,640","32,280","40,550","50,180",,
"47-5051","Rock Splitters, Quarry","detailed","4,490",8.6,16.28,"33,870",2.3,9.76,12.33,15.52,19.50,24.12,"20,300","25,640","32,280","40,550","50,180",,
"25-1064","Geography Teachers, Postsecondary","detailed","4,460",2.2,"*","71,890",1.0,"*","*","*","*","*","36,950","50,290","67,820","88,700","115,230","TRUE",
"53-7071","Gas Compressor and Gas Pumping Station Operators","detailed","4,350",7.5,24.92,"51,840",2.3,15.95,19.51,24.59,28.78,34.67,"33,170","40,590","51,150","59,860","72,110",,
"41-9012","Models","detailed","4,330",25.4,12.55,"26,110",8.0,7.81,8.30,9.02,13.83,20.91,"16,250","17,270","18,750","28,770","43,480",,
"39-7012","Travel Guides","detailed","4,210",11.4,17.34,"36,060",4.0,8.94,10.70,14.80,22.22,28.41,"18,600","22,250","30,780","46,220","59,100",,
"47-2043","Floor Sanders and Finishers","detailed","4,150",8.7,17.13,"35,640",2.4,10.49,12.69,15.98,20.79,26.06,"21,820","26,400","33,240","43,240","54,210",,
"33-3052","Transit and Railroad Police","detailed","4,140",5.4,27.83,"57,880",2.2,16.42,20.74,26.54,34.76,42.01,"34,150","43,140","55,210","72,300","87,370",,
"51-4062","Patternmakers, Metal and Plastic","detailed","4,130",5.8,20.86,"43,400",1.6,12.10,15.79,20.40,25.82,30.87,"25,160","32,850","42,440","53,700","64,200",,
"11-9010","Farmers, Ranchers, and Other Agricultural Managers","broad","3,970",7.2,35.45,"73,730",2.4,15.24,22.40,33.32,43.93,59.69,"31,700","46,590","69,300","91,380","124,160",,
"11-9013","Farmers, Ranchers, and Other Agricultural Managers","detailed","3,970",7.2,35.45,"73,730",2.4,15.24,22.40,33.32,43.93,59.69,"31,700","46,590","69,300","91,380","124,160",,
"47-2072","Pile-Driver Operators","detailed","3,800",6.3,26.67,"55,480",3.2,13.85,17.91,23.31,34.33,42.44,"28,810","37,260","48,480","71,400","88,270",,
"49-9092","Commercial Divers","detailed","3,480",10.1,26.32,"54,750",3.2,14.47,17.06,22.54,29.30,45.15,"30,110","35,490","46,880","60,950","93,910",,
"47-2142","Paperhangers","detailed","3,460",10.7,18.57,"38,630",3.6,11.34,13.22,16.63,22.16,29.37,"23,580","27,500","34,600","46,100","61,090",,
"53-6010","Bridge and Lock Tenders","broad","3,460",4.8,20.82,"43,300",1.1,11.79,16.13,22.09,25.65,27.56,"24,530","33,550","45,940","53,360","57,320",,
"53-6011","Bridge and Lock Tenders","detailed","3,460",4.8,20.82,"43,300",1.1,11.79,16.13,22.09,25.65,27.56,"24,530","33,550","45,940","53,360","57,320",,
"51-6042","Shoe Machine Operators and Tenders","detailed","3,420",13.7,12.31,"25,600",3.0,8.12,9.04,11.69,15.30,17.82,"16,900","18,810","24,310","31,820","37,060",,
"47-2053","Terrazzo Workers and Finishers","detailed","3,350",9.4,20.40,"42,440",3.1,11.08,14.53,19.11,26.01,31.91,"23,050","30,230","39,740","54,100","66,380",,
"19-3093","Historians","detailed","3,340",4.9,28.00,"58,240",2.4,12.99,16.79,25.23,37.19,47.08,"27,020","34,920","52,480","77,360","97,930",,
"49-9095","Manufactured Building and Mobile Home Installers","detailed","3,310",8.9,14.50,"30,160",2.1,8.96,10.65,13.50,17.23,21.64,"18,630","22,150","28,080","35,830","45,010",,
"15-2020","Mathematicians","broad","3,250",6.9,48.69,"101,280",2.2,26.94,34.08,48.73,59.06,73.53,"56,040","70,890","101,360","122,840","152,950",,
"15-2021","Mathematicians","detailed","3,250",6.9,48.69,"101,280",2.2,26.94,34.08,48.73,59.06,73.53,"56,040","70,890","101,360","122,840","152,950",,
"49-9080","Wind Turbine Service Technicians","broad","3,200",9.7,23.23,"48,320",1.9,15.95,18.85,22.10,26.84,32.19,"33,170","39,200","45,970","55,830","66,960",,
"49-9081","Wind Turbine Service Technicians","detailed","3,200",9.7,23.23,"48,320",1.9,15.95,18.85,22.10,26.84,32.19,"33,170","39,200","45,970","55,830","66,960",,
"53-7040","Hoist and Winch Operators","broad","3,050",6.2,22.94,"47,710",4.5,12.06,14.49,19.21,32.45,39.51,"25,090","30,140","39,960","67,490","82,170",,
"53-7041","Hoist and Winch Operators","detailed","3,050",6.2,22.94,"47,710",4.5,12.06,14.49,19.21,32.45,39.51,"25,090","30,140","39,960","67,490","82,170",,
"53-4090","Miscellaneous Rail Transportation Workers","broad","3,040",7.0,26.41,"54,930",4.3,14.51,20.82,26.48,32.42,39.13,"30,180","43,310","55,080","67,430","81,390",,
"53-4099","Rail Transportation Workers, All Other","detailed","3,040",7.0,26.41,"54,930",4.3,14.51,20.82,26.48,32.42,39.13,"30,180","43,310","55,080","67,430","81,390",,
"53-5022","Motorboat Operators","detailed","3,040",7.8,18.54,"38,560",2.6,9.04,11.43,16.92,25.27,29.77,"18,800","23,770","35,190","52,560","61,920",,
"53-7110","Mine Shuttle Car Operators","broad","2,990",5.9,24.67,"51,310",1.1,20.01,22.37,25.05,27.39,28.79,"41,620","46,520","52,110","56,960","59,890",,
"53-7111","Mine Shuttle Car Operators","detailed","2,990",5.9,24.67,"51,310",1.1,20.01,22.37,25.05,27.39,28.79,"41,620","46,520","52,110","56,960","59,890",,
"47-5049","Mining Machine Operators, All Other","detailed","2,900",7.7,22.40,"46,590",2.0,15.12,18.62,22.51,26.60,29.16,"31,450","38,720","46,810","55,330","60,660",,
"53-7033","Loading Machine Operators, Underground Mining","detailed","2,900",7.3,23.11,"48,060",1.7,16.69,19.84,23.28,26.85,29.09,"34,710","41,260","48,420","55,850","60,500",,
